pha_name,pha_participant_code,pha_geography,pha_county_fips_code,pha_place_fips_code,pha_state_fips_code,year,pha_total_occupied_units,pha_filings,pha_households_threatened,pha_filing_rate,pha_hhlds_threatened_rate
EAST PRAIRIE,MO076,City,,2921052,29,2007,118.8,0,0,0,0
KENNETT,MO018,City,,2938306,29,2007,282,6,6,2.1300001,2.1300001
FULTON,MO014,City,,2926182,29,2007,190,7,7,3.6800001,3.6800001
PLATTSBURG,MO043,City,,2958250,29,2007,26.1,0,0,0,0
MACON,MO111,City & County,29121,2945326,29,2007,93.449997,0,0,0,0
DEXTER,MO034,City,,2919396,29,2007,130.95,0,0,0,0
SAINT JOSEPH,MO003,City,,2964550,29,2007,128.75999,1,1,.77999997,.77999997
MARSHALL,MO016,City,,2946316,29,2007,183.67999,6,6,3.27,3.27
CHARLESTON,MO012,City,,2913366,29,2007,272.44,34,32,12.48,11.75
KANSAS CITY,MO002,City,,2938000,29,2007,1788.39,178,163,9.9499998,9.1099997
PORTAGEVILLE,MO042,City,,2959186,29,2007,117.81,0,0,0,0
MEXICO,MO010,City,,2947648,29,2007,190.46001,2,2,1.05,1.05
POPLAR BLUFF,MO013,City,,2959096,29,2007,570.23999,8,8,1.4,1.4
MOUND CITY,MO033,City,,2950312,29,2007,46.080002,1,1,2.1700001,2.1700001
LAWSON,MO073,City,,2940988,29,2007,40,1,1,2.5,2.5
SEDALIA,MO074,City,,2966440,29,2007,152.10001,2,2,1.3099999,1.3099999
AVA,MO192,City,,2902674,29,2007,32,0,0,0,0
CABOOL,MO209,City,,2910288,29,2007,34.919998,0,0,0,0
TARKIO,MO032,City,,2972340,29,2007,34.959999,0,0,0,0
BROOKFIELD,MO075,City,,2908650,29,2007,78.720001,0,0,0,0
EXCELSIOR SPRINGS,MO053,City,,2923086,29,2007,79.900002,2,2,2.5,2.5
HOLCOMB,MO035,City,,2932536,29,2007,23.040001,1,1,4.3400002,4.3400002
SLATER,MO069,City,,2968204,29,2007,25.9,0,0,0,0
WARDELL,MO063,City,,2976966,29,2007,29,0,0,0,0
CARUTHERSVILLE,MO036,City,,2911692,29,2007,276.64001,1,1,.36000001,.36000001
MARYVILLE,MO072,City,,2946640,29,2007,120.32,0,0,0,0
OSCEOLA,MO038,City,,2955388,29,2007,72.75,0,0,0,0
MOUNTAIN GROVE,MO060,City,,2950402,29,2007,133.28,0,0,0,0
SAINT GENEVIEVE,MO191,City & County,29186,2964180,29,2007,30,3,3,10,10
WEBB CITY,MO061,City,,2978118,29,2007,102.72,3,3,2.9200001,2.9200001
REPUBLIC,MO077,City,,2961238,29,2007,54.880001,0,0,0,0
THAYER,MO098,City,,2972826,29,2007,35,0,0,0,0
NEW MADRID,MO064,City & County,29143,2952076,29,2007,92,0,0,0,0
HIGGINSVILLE,MO110,City,,2931960,29,2007,72.959999,0,0,0,0
GIDEON,MO044,City,,2926974,29,2007,31.959999,0,0,0,0
BRUNSWICK,MO059,City,,2909046,29,2007,30,2,1,6.6700001,3.3299999
LEE'S SUMMIT,MO030,City,,2941348,29,2007,113.68,0,0,0,0
INDEPENDENCE,MO017,City,,2935000,29,2007,468.14001,18,14,3.8499999,2.99
BOONVILLE,MO054,City,,2907318,29,2007,47,1,1,2.1300001,2.1300001
HORNERSVILLE,MO029,City,,2933076,29,2007,30,1,1,3.3299999,3.3299999
MOREHOUSE,MO092,City,,2949898,29,2007,27,0,0,0,0
CAMPBELL,MO026,City,,2910864,29,2007,56,0,0,0,0
ROLLA,MO149,City,,2962912,29,2007,148.5,6,6,4.04,4.04
ALTON,MO156,City,,2900964,29,2007,25,0,0,0,0
SAINT LOUIS,MO001,City & County,29510,2965000,29,2007,2577.1899,1,1,.039999999,.039999999
BLOOMFIELD,MO019,City,,2906382,29,2007,46,0,0,0,0
KIRKSVILLE,MO145,City,,2939026,29,2007,119.6,1,1,.83999997,.83999997
MOBERLY,MO011,City,,2949034,29,2007,245,0,0,0,0
CARROLLTON,MO107,City,,2911566,29,2007,65.099998,0,0,0,0
MANSFIELD,MO090,City,,2945740,29,2007,75,0,0,0,0
MARCELINE,MO046,City,,2945866,29,2007,73.32,1,1,1.36,1.36
BERNIE,MO024,City,,2904960,29,2007,58.799999,0,0,0,0
WEST PLAINS,MO037,City,,2978928,29,2007,251.16,2,2,.80000001,.80000001
SALEM,MO052,City,,2965234,29,2007,87.300003,1,1,1.15,1.15
JOPLIN,MO188,City,,2937592,29,2007,258.5,0,0,0,0
LANCASTER,MO147,City,,2940610,29,2007,30,0,0,0,0
NORWOOD,MO189,City,,2953454,29,2008,26,0,0,0,0
BROOKFIELD,MO075,City,,2908650,29,2008,80.360001,1,1,1.24,1.24
CARROLLTON,MO107,City,,2911566,29,2008,63.700001,0,0,0,0
MEMPHIS,MO146,City,,2947270,29,2008,37.84,0,0,0,0
MOUNTAIN GROVE,MO060,City,,2950402,29,2008,129.2,1,1,.76999998,.76999998
PORTAGEVILLE,MO042,City,,2959186,29,2008,117.81,2,2,1.7,1.7
MARYVILLE,MO072,City,,2946640,29,2008,121.6,0,0,0,0
GIDEON,MO044,City,,2926974,29,2008,34,0,0,0,0
BOWLING GREEN,MO125,City,,2907660,29,2008,102.9,0,0,0,0
BRUNSWICK,MO059,City,,2909046,29,2008,30,1,1,3.3299999,3.3299999
NOEL,MO049,City,,2952742,29,2008,96,0,0,0,0
PRINCETON,MO103,City,,2959942,29,2008,25.110001,0,0,0,0
FULTON,MO014,City,,2926182,29,2008,186,4,4,2.1500001,2.1500001
KANSAS CITY,MO002,City,,2938000,29,2008,1788.39,168,160,9.3900003,8.9499998
SAINT GENEVIEVE,MO191,City & County,29186,2964180,29,2008,29.1,1,1,3.4400001,3.4400001
REPUBLIC,MO077,City,,2961238,29,2008,53.200001,0,0,0,0
MOBERLY,MO011,City,,2949034,29,2008,240,1,1,.41999999,.41999999
SEDALIA,MO074,City,,2966440,29,2008,142.35001,1,1,.69999999,.69999999
BLOOMFIELD,MO019,City,,2906382,29,2008,45.080002,0,0,0,0
AVA,MO192,City,,2902674,29,2008,32,0,0,0,0
MACON,MO111,City & County,29121,2945326,29,2008,91.519997,1,1,1.09,1.09
LEBANON,MO079,City,,2941168,29,2008,152.28,0,0,0,0
STEELE,MO022,City,,2970558,29,2008,91.18,2,2,2.1900001,2.1900001
BERNIE,MO024,City,,2904960,29,2008,58.799999,0,0,0,0
COLUMBIA,MO007,City,,2915670,29,2008,647.09998,23,23,3.55,3.55
FESTUS,MO221,City,,2924094,29,2008,54.880001,1,1,1.8200001,1.8200001
CARUTHERSVILLE,MO036,City,,2911692,29,2008,279.67999,10,9,3.5799999,3.22
TARKIO,MO032,City,,2972340,29,2008,33.060001,0,0,0,0
MARCELINE,MO046,City,,2945866,29,2008,57.759998,0,0,0,0
HAYTI HEIGHTS,MO223,City,,2931168,29,2008,56.950001,0,0,0,0
OSCEOLA,MO038,City,,2955388,29,2008,72.75,0,0,0,0
SOUTHWEST CITY,MO051,City,,2969230,29,2008,43.200001,0,0,0,0
CABOOL,MO209,City,,2910288,29,2008,34.919998,1,1,2.8599999,2.8599999
NEW MADRID,MO064,City & County,29143,2952076,29,2008,95,0,0,0,0
BETHANY,MO067,City,,2905068,29,2008,70.199997,0,0,0,0
SAINT JOSEPH,MO003,City,,2964550,29,2008,166.84,3,3,1.8,1.8
CHILLICOTHE,MO065,City,,2913690,29,2008,90,0,0,0,0
GLASGOW,MO039,City,,2927208,29,2008,30,0,0,0,0
THAYER,MO098,City,,2972826,29,2008,33.950001,0,0,0,0
NEVADA,MO133,City,,2951644,29,2008,142,0,0,0,0
SMITHVILLE,MO041,City,,2968420,29,2008,103.88,0,0,0,0
SALEM,MO052,City,,2965234,29,2008,89.099998,0,0,0,0
MOREHOUSE,MO092,City,,2949898,29,2008,27,0,0,0,0
HOUSTON,MO040,City,,2933238,29,2008,65.959999,0,0,0,0
CHARLESTON,MO012,City,,2913366,29,2008,258.54001,37,34,14.31,13.15
SPRINGFIELD,MO058,City,,2970000,29,2008,697.06,2,2,.28999999,.28999999
ANDERSON,MO047,City,,2901198,29,2008,35.880001,0,0,0,0
WEBB CITY,MO061,City,,2978118,29,2008,102.72,0,0,0,0
PINEVILLE,MO050,City,,2957818,29,2008,30,0,0,0,0
FAYETTE,MO056,City,,2923842,29,2008,50,0,0,0,0
MARIONVILLE,MO081,City,,2946172,29,2008,22.08,0,0,0,0
INDEPENDENCE,MO017,City,,2935000,29,2008,478.66,20,20,4.1799998,4.1799998
SAINT LOUIS,MO001,City & County,29510,2965000,29,2008,2569.4299,8,7,.31,.27000001
LANAGAN,MO048,City,,2940592,29,2008,22.08,0,0,0,0
HAYTI,MO020,City,,2931132,29,2008,142.2,0,0,0,0
LEE'S SUMMIT,MO030,City,,2941348,29,2008,112.52,0,0,0,0
HANNIBAL,MO129,City,,2930214,29,2008,232.96001,2,2,.86000001,.86000001
EAST PRAIRIE,MO076,City,,2921052,29,2008,117.6,0,0,0,0
BRANSON,MO045,City,,2907966,29,2008,39.200001,0,0,0,0
ROLLA,MO149,City,,2962912,29,2008,147,1,1,.68000001,.68000001
SAINT CHARLES,MO006,City & County,29183,2964082,29,2008,70,5,5,7.1399999,7.1399999
ALTON,MO156,City,,2900964,29,2008,25,0,0,0,0
POPLAR BLUFF,MO013,City,,2959096,29,2008,564.47998,6,6,1.0599999,1.0599999
WARDELL,MO063,City,,2976966,29,2008,28.129999,1,1,3.55,3.55
KIRKSVILLE,MO145,City,,2939026,29,2008,106.6,1,1,.94,.94
AURORA,MO071,City,,2902548,29,2008,62.080002,0,0,0,0
WEST PLAINS,MO037,City,,2978928,29,2008,262.07999,0,0,0,0
DEXTER,MO034,City,,2919396,29,2008,125.55,0,0,0,0
MOUND CITY,MO033,City,,2950312,29,2008,39.009998,1,1,2.5599999,2.5599999
LANCASTER,MO147,City,,2940610,29,2008,29.1,0,0,0,0
EXCELSIOR SPRINGS,MO053,City,,2923086,29,2008,86.699997,1,1,1.15,1.15
MANSFIELD,MO090,City,,2945740,29,2008,72.75,0,0,0,0
INDEPENDENCE,MO017,City,,2935000,29,2009,478.66,6,6,1.25,1.25
MARCELINE,MO046,City,,2945866,29,2009,61.200001,0,0,0,0
WEBB CITY,MO061,City,,2978118,29,2009,103.79,0,0,0,0
PORTAGEVILLE,MO042,City,,2959186,29,2009,117.81,3,3,2.55,2.55
SEDALIA,MO074,City,,2966440,29,2009,154.05,0,0,0,0
THAYER,MO098,City,,2972826,29,2009,35,0,0,0,0
GLASGOW,MO039,City,,2927208,29,2009,29.1,0,0,0,0
MOREHOUSE,MO092,City,,2949898,29,2009,25.110001,0,0,0,0
LEBANON,MO079,City,,2941168,29,2009,155.52,0,0,0,0
BOONVILLE,MO054,City,,2907318,29,2009,49,1,1,2.04,2.04
CHARLESTON,MO012,City,,2913366,29,2009,269.66,21,21,7.79,7.79
MEMPHIS,MO146,City,,2947270,29,2009,44,0,0,0,0
SALEM,MO052,City,,2965234,29,2009,84.599998,0,0,0,0
NEW MADRID,MO064,City & County,29143,2952076,29,2009,94,1,1,1.0599999,1.0599999
HANNIBAL,MO129,City,,2930214,29,2009,236.88,2,2,.83999997,.83999997
BOWLING GREEN,MO125,City,,2907660,29,2009,98.699997,0,0,0,0
EXCELSIOR SPRINGS,MO053,City,,2923086,29,2009,103.7,0,0,0,0
MANSFIELD,MO090,City,,2945740,29,2009,74.25,0,0,0,0
KIRKSVILLE,MO145,City,,2939026,29,2009,114.4,0,0,0,0
HAYTI,MO020,City,,2931132,29,2009,143.78,0,0,0,0
CHILLICOTHE,MO065,City,,2913690,29,2009,90,0,0,0,0
WARDELL,MO063,City,,2976966,29,2009,29,0,0,0,0
CARUTHERSVILLE,MO036,City,,2911692,29,2009,276.64001,11,9,3.98,3.25
SAINT JOSEPH,MO003,City,,2964550,29,2009,163.56,0,0,0,0
TARKIO,MO032,City,,2972340,29,2009,33.82,0,0,0,0
BROOKFIELD,MO075,City,,2908650,29,2009,76.260002,0,0,0,0
SOUTHWEST CITY,MO051,City,,2969230,29,2009,46.080002,0,0,0,0
FESTUS,MO221,City,,2924094,29,2009,55.860001,1,1,1.79,1.79
SAINT CHARLES,MO006,City & County,29183,2964082,29,2009,70,0,0,0,0
GIDEON,MO044,City,,2926974,29,2009,34,0,0,0,0
MACON,MO111,City & County,29121,2945326,29,2009,94.760002,0,0,0,0
SAINT LOUIS,MO001,City & County,29510,2965000,29,2009,2533.5601,5,4,.2,.16
SIKESTON,MO008,City,,2967790,29,2009,241.08,0,0,0,0
LANCASTER,MO147,City,,2940610,29,2009,30,0,0,0,0
WEST PLAINS,MO037,City,,2978928,29,2009,262.07999,0,0,0,0
CARROLLTON,MO107,City,,2911566,29,2009,65.099998,0,0,0,0
HAYTI HEIGHTS,MO223,City,,2931168,29,2009,69.699997,0,0,0,0
POPLAR BLUFF,MO013,City,,2959096,29,2009,569.25,2,2,.34999999,.34999999
SAINT GENEVIEVE,MO191,City & County,29186,2964180,29,2009,27.9,0,0,0,0
SMITHVILLE,MO041,City,,2968420,29,2009,99.639999,0,0,0,0
REPUBLIC,MO077,City,,2961238,29,2009,54.880001,0,0,0,0
PINEVILLE,MO050,City,,2957818,29,2009,27,1,1,3.7,3.7
FAYETTE,MO056,City,,2923842,29,2009,49,0,0,0,0
LANAGAN,MO048,City,,2940592,29,2009,22.08,0,0,0,0
CHAFFEE,MO066,City,,2912988,29,2009,140.64999,1,1,.70999998,.70999998
ANDERSON,MO047,City,,2901198,29,2009,44.16,0,0,0,0
CABOOL,MO209,City,,2910288,29,2009,33.119999,0,0,0,0
NORWOOD,MO189,City,,2953454,29,2009,22.879999,0,0,0,0
BRANSON,MO045,City,,2907966,29,2009,36,0,0,0,0
EAST PRAIRIE,MO076,City,,2921052,29,2009,115.2,0,0,0,0
PRINCETON,MO103,City,,2959942,29,2009,25.92,0,0,0,0
MOUNTAIN GROVE,MO060,City,,2950402,29,2009,130.56,1,1,.76999998,.76999998
ALTON,MO156,City,,2900964,29,2009,24,0,0,0,0
LEE'S SUMMIT,MO030,City,,2941348,29,2009,112.52,1,1,.88999999,.88999999
AVA,MO192,City,,2902674,29,2009,31.040001,1,1,3.22,3.22
NOEL,MO049,City,,2952742,29,2009,94,0,0,0,0
HOUSTON,MO040,City,,2933238,29,2009,68,1,1,1.47,1.47
KANSAS CITY,MO002,City,,2938000,29,2009,1825.9,203,196,11.12,10.73
COLUMBIA,MO007,City,,2915670,29,2009,661.47998,5,5,.75999999,.75999999
SPRINGFIELD,MO058,City,,2970000,29,2009,720.03998,1,1,.14,.14
OSCEOLA,MO038,City,,2955388,29,2009,73.720001,0,0,0,0
STEELE,MO022,City,,2970558,29,2009,94,0,0,0,0
BETHANY,MO067,City,,2905068,29,2009,73.32,1,1,1.36,1.36
BLOOMFIELD,MO019,City,,2906382,29,2010,45.080002,0,0,0,0
RICHLAND,MO068,City,,2961562,29,2010,89.279999,0,0,0,0
LINCOLN,MO199,County,29113,,29,2010,98.699997,0,0,0,0
MEMPHIS,MO146,City,,2947270,29,2010,43.119999,0,0,0,0
DEXTER,MO034,City,,2919396,29,2010,130.56,0,0,0,0
HIGGINSVILLE,MO110,City,,2931960,29,2010,69.160004,0,0,0,0
POTOSI,MO021,City,,2959330,29,2010,112.52,0,0,0,0
MOBERLY,MO011,City,,2949034,29,2010,240,1,1,.41999999,.41999999
FAYETTE,MO056,City,,2923842,29,2010,47,0,0,0,0
NEW MADRID,MO064,City & County,29143,2952076,29,2010,92,0,0,0,0
OSCEOLA,MO038,City,,2955388,29,2010,76,0,0,0,0
ROLLA,MO149,City,,2962912,29,2010,139.5,0,0,0,0
EXCELSIOR SPRINGS,MO053,City,,2923086,29,2010,127.5,0,0,0,0
TARKIO,MO032,City,,2972340,29,2010,31.92,0,0,0,0
MOREHOUSE,MO092,City,,2949898,29,2010,27,0,0,0,0
BETHANY,MO067,City,,2905068,29,2010,73.32,0,0,0,0
WEST PLAINS,MO037,City,,2978928,29,2010,264.81,0,0,0,0
COLUMBIA,MO007,City,,2915670,29,2010,675.85999,6,6,.88999999,.88999999
BERNIE,MO024,City,,2904960,29,2010,58.799999,0,0,0,0
BROOKFIELD,MO075,City,,2908650,29,2010,80.360001,0,0,0,0
LEBANON,MO079,City,,2941168,29,2010,155.52,0,0,0,0
LEE'S SUMMIT,MO030,City,,2941348,29,2010,112.52,0,0,0,0
THAYER,MO098,City,,2972826,29,2010,35,0,0,0,0
POPLAR BLUFF,MO013,City,,2959096,29,2010,563.5,2,2,.34999999,.34999999
GLASGOW,MO039,City,,2927208,29,2010,30,1,1,3.3299999,3.3299999
SAINT LOUIS,MO001,City & County,29510,2965000,29,2010,2623.9199,5,5,.19,.19
LANCASTER,MO147,City,,2940610,29,2010,27.9,0,0,0,0
LAWSON,MO073,City,,2940988,29,2010,40,0,0,0,0
GIDEON,MO044,City,,2926974,29,2010,31.959999,0,0,0,0
CHAFFEE,MO066,City,,2912988,29,2010,140.64999,1,1,.70999998,.70999998
SPRINGFIELD,MO058,City,,2970000,29,2010,712.38,0,0,0,0
BOWLING GREEN,MO125,City,,2907660,29,2010,100.8,0,0,0,0
JEFFERSON CITY,MO009,City,,2937000,29,2010,305.28,2,2,.66000003,.66000003
INDEPENDENCE,MO017,City,,2935000,29,2010,504.95999,0,0,0,0
SAINT GENEVIEVE,MO191,City & County,29186,2964180,29,2010,27.9,2,1,7.1700001,3.5799999
SMITHVILLE,MO041,City,,2968420,29,2010,106,0,0,0,0
WEBB CITY,MO061,City,,2978118,29,2010,102.72,0,0,0,0
CARROLLTON,MO107,City,,2911566,29,2010,69.300003,0,0,0,0
FESTUS,MO221,City,,2924094,29,2010,55.860001,0,0,0,0
MARCELINE,MO046,City,,2945866,29,2010,63.360001,0,0,0,0
KANSAS CITY,MO002,City,,2938000,29,2010,1845.12,249,237,13.5,12.84
AVA,MO192,City,,2902674,29,2010,32,0,0,0,0
SAINT CHARLES,MO006,City & County,29183,2964082,29,2010,70,0,0,0,0
PORTAGEVILLE,MO042,City,,2959186,29,2010,115.43,3,3,2.5999999,2.5999999
HOWELL,MO217,County,29091,,29,2010,126.48,0,0,0,0
RICHMOND,MO070,City,,2961670,29,2010,99.120003,0,0,0,0
SIKESTON,MO008,City,,2967790,29,2010,227.85001,4,4,1.76,1.76
MANSFIELD,MO090,City,,2945740,29,2010,74.25,0,0,0,0
BOONVILLE,MO054,City,,2907318,29,2010,50,3,3,6,6
LEXINGTON,MO096,City,,2941870,29,2010,35,0,0,0,0
BRANSON,MO045,City,,2907966,29,2010,37.200001,0,0,0,0
SALEM,MO052,City,,2965234,29,2010,88.199997,0,0,0,0
MOUND CITY,MO033,City,,2950312,29,2010,36.900002,0,0,0,0
REPUBLIC,MO077,City,,2961238,29,2010,53.759998,0,0,0,0
ALTON,MO156,City,,2900964,29,2010,24,0,0,0,0
NORWOOD,MO189,City,,2953454,29,2010,24.959999,0,0,0,0
SALEM,MO052,City,,2965234,29,2011,88.199997,0,0,0,0
LEXINGTON,MO096,City,,2941870,29,2011,33,0,0,0,0
KANSAS CITY,MO002,City,,2938000,29,2011,1792.11,205,192,11.44,10.71
INDEPENDENCE,MO017,City,,2935000,29,2011,496.32001,0,0,0,0
BRANSON,MO045,City,,2907966,29,2011,40,0,0,0,0
TARKIO,MO032,City,,2972340,29,2011,34.959999,0,0,0,0
LAWSON,MO073,City,,2940988,29,2011,40,0,0,0,0
AVA,MO192,City,,2902674,29,2011,30.08,0,0,0,0
NORWOOD,MO189,City,,2953454,29,2011,24.959999,0,0,0,0
EAST PRAIRIE,MO076,City,,2921052,29,2011,117.6,3,3,2.55,2.55
PORTAGEVILLE,MO042,City,,2959186,29,2011,115.43,6,6,5.1999998,5.1999998
BLOOMFIELD,MO019,City,,2906382,29,2011,44.16,0,0,0,0
POPLAR BLUFF,MO013,City,,2959096,29,2011,557.75,3,3,.54000002,.54000002
WEBB CITY,MO061,City,,2978118,29,2011,102.72,0,0,0,0
EXCELSIOR SPRINGS,MO053,City,,2923086,29,2011,141.10001,0,0,0,0
THAYER,MO098,City,,2972826,29,2011,35,0,0,0,0
LANCASTER,MO147,City,,2940610,29,2011,27,0,0,0,0
BROOKFIELD,MO075,City,,2908650,29,2011,81.18,0,0,0,0
CHILLICOTHE,MO065,City,,2913690,29,2011,91,0,0,0,0
FAYETTE,MO056,City,,2923842,29,2011,47,0,0,0,0
STEELE,MO022,City,,2970558,29,2011,92.120003,0,0,0,0
HIGGINSVILLE,MO110,City,,2931960,29,2011,69.919998,0,0,0,0
JEFFERSON CITY,MO009,City,,2937000,29,2011,308.45999,2,2,.64999998,.64999998
HAYTI HEIGHTS,MO223,City,,2931168,29,2011,74.800003,0,0,0,0
ROLLA,MO149,City,,2962912,29,2011,141,0,0,0,0
CHARLESTON,MO012,City,,2913366,29,2011,269.66,33,28,12.24,10.38
SAINT LOUIS,MO001,City & County,29510,2965000,29,2011,2621.52,11,7,.41999999,.27000001
MOREHOUSE,MO092,City,,2949898,29,2011,27,0,0,0,0
CARROLLTON,MO107,City,,2911566,29,2011,69.300003,0,0,0,0
CLINTON,MO031,City,,2914986,29,2011,144,0,0,0,0
REPUBLIC,MO077,City,,2961238,29,2011,54.880001,0,0,0,0
SAINT JOSEPH,MO003,City,,2964550,29,2011,163.56,0,0,0,0
SMITHVILLE,MO041,City,,2968420,29,2011,106,0,0,0,0
MARCELINE,MO046,City,,2945866,29,2011,59.040001,0,0,0,0
HOUSTON,MO040,City,,2933238,29,2011,63.700001,0,0,0,0
MARYVILLE,MO072,City,,2946640,29,2011,128,0,0,0,0
GIDEON,MO044,City,,2926974,29,2011,34,0,0,0,0
POTOSI,MO021,City,,2959330,29,2011,113.68,0,0,0,0
BOWLING GREEN,MO125,City,,2907660,29,2011,102.9,1,1,.97000003,.97000003
SAINT CHARLES,MO006,City & County,29183,2964082,29,2011,67.199997,0,0,0,0
OSCEOLA,MO038,City,,2955388,29,2011,75.239998,0,0,0,0
CHAFFEE,MO066,City,,2912988,29,2011,142.10001,2,2,1.41,1.41
BERNIE,MO024,City,,2904960,29,2011,58.799999,0,0,0,0
CABOOL,MO209,City,,2910288,29,2011,33.84,0,0,0,0
SPRINGFIELD,MO058,City,,2970000,29,2011,712.38,0,0,0,0
COLUMBIA,MO007,City,,2915670,29,2011,690.23999,1,1,.14,.14
RICHLAND,MO068,City,,2961562,29,2011,87.419998,0,0,0,0
BETHANY,MO067,City,,2905068,29,2011,70.199997,0,0,0,0
DEXTER,MO034,City,,2919396,29,2011,130.56,0,0,0,0
MOUND CITY,MO033,City,,2950312,29,2011,37.799999,0,0,0,0
SIKESTON,MO008,City,,2967790,29,2011,220.5,11,11,4.9899998,4.9899998
CARUTHERSVILLE,MO036,City,,2911692,29,2011,282.72,5,5,1.77,1.77
NEW MADRID,MO064,City & County,29143,2952076,29,2011,93,1,1,1.08,1.08
WEST PLAINS,MO037,City,,2978928,29,2011,264.81,0,0,0,0
SAINT GENEVIEVE,MO191,City & County,29186,2964180,29,2011,27,0,0,0,0
BOONVILLE,MO054,City,,2907318,29,2011,50,0,0,0,0
RICHMOND,MO070,City,,2961670,29,2011,107.38,1,1,.93000001,.93000001
GLASGOW,MO039,City,,2927208,29,2011,30,0,0,0,0
WARDELL,MO063,City,,2976966,29,2011,29,1,1,3.45,3.45
LEBANON,MO079,City,,2941168,29,2011,158.75999,0,0,0,0
MOBERLY,MO011,City,,2949034,29,2011,245,0,0,0,0
PRINCETON,MO103,City,,2959942,29,2011,25.92,0,0,0,0
LEE'S SUMMIT,MO030,City,,2941348,29,2011,113.68,1,1,.88,.88
MANSFIELD,MO090,City,,2945740,29,2011,71.25,0,0,0,0
HOWELL,MO217,County,29091,,29,2011,131.92,0,0,0,0
SEDALIA,MO074,City,,2966440,29,2011,165.75,2,2,1.21,1.21
LINCOLN,MO199,County,29113,,29,2011,96.599998,0,0,0,0
HAYTI,MO020,City,,2931132,29,2011,151.67999,0,0,0,0
ALTON,MO156,City,,2900964,29,2011,25,0,0,0,0
FESTUS,MO221,City,,2924094,29,2011,55.860001,0,0,0,0
HAYTI HEIGHTS,MO223,City,,2931168,29,2012,80.75,0,0,0,0
SAINT LOUIS COUNTY,MO004,County,29189,,29,2012,366.29999,3,3,.81999999,.81999999
TARKIO,MO032,City,,2972340,29,2012,31.92,0,0,0,0
BROOKFIELD,MO075,City,,2908650,29,2012,77.080002,0,0,0,0
EXCELSIOR SPRINGS,MO053,City,,2923086,29,2012,134.3,2,2,1.49,1.49
PRINCETON,MO103,City,,2959942,29,2012,25.92,0,0,0,0
WEBB CITY,MO061,City,,2978118,29,2012,104.86,0,0,0,0
SALEM,MO052,City,,2965234,29,2012,87.300003,2,2,2.29,2.29
MEMPHIS,MO146,City,,2947270,29,2012,44,0,0,0,0
THAYER,MO098,City,,2972826,29,2012,35,0,0,0,0
INDEPENDENCE,MO017,City,,2935000,29,2012,501.60001,2,2,.40000001,.40000001
HAYTI,MO020,City,,2931132,29,2012,153.25999,0,0,0,0
WARDELL,MO063,City,,2976966,29,2012,29,2,2,6.9000001,6.9000001
REPUBLIC,MO077,City,,2961238,29,2012,53.200001,0,0,0,0
CHARLESTON,MO012,City,,2913366,29,2012,275.22,36,30,13.08,10.9
KIRKWOOD,MO187,City,,2939044,29,2012,100,0,0,0,0
HOUSTON,MO040,City,,2933238,29,2012,63.049999,0,0,0,0
MARYVILLE,MO072,City,,2946640,29,2012,125.44,0,0,0,0
NORWOOD,MO189,City,,2953454,29,2012,24.959999,0,0,0,0
SPRINGFIELD,MO058,City,,2970000,29,2012,712.38,3,3,.41999999,.41999999
LEE'S SUMMIT,MO030,City,,2941348,29,2012,114.84,0,0,0,0
CARROLLTON,MO107,City,,2911566,29,2012,65.800003,1,1,1.52,1.52
MOUND CITY,MO033,City,,2950312,29,2012,36.900002,0,0,0,0
SAINT LOUIS,MO001,City & County,29510,2965000,29,2012,2752.8,5,5,.18000001,.18000001
BRANSON,MO045,City,,2907966,29,2012,39.200001,1,1,2.55,2.55
CARUTHERSVILLE,MO036,City,,2911692,29,2012,294.88,9,7,3.05,2.3699999
MANSFIELD,MO090,City,,2945740,29,2012,72.75,0,0,0,0
LANCASTER,MO147,City,,2940610,29,2012,27.9,0,0,0,0
ALTON,MO156,City,,2900964,29,2012,25,0,0,0,0
CABOOL,MO209,City,,2910288,29,2012,36,0,0,0,0
BOONVILLE,MO054,City,,2907318,29,2012,50,0,0,0,0
HIGGINSVILLE,MO110,City,,2931960,29,2012,70.68,0,0,0,0
STEELE,MO022,City,,2970558,29,2012,93.059998,0,0,0,0
KANSAS CITY,MO002,City,,2938000,29,2012,1829.7,227,209,12.41,11.42
SMITHVILLE,MO041,City,,2968420,29,2012,106,0,0,0,0
WELLSTON,MO138,City,,2978370,29,2012,190.95,26,24,13.62,12.57
COLUMBIA,MO007,City,,2915670,29,2012,683.04999,4,4,.58999997,.58999997
EAST PRAIRIE,MO076,City,,2921052,29,2012,118.8,0,0,0,0
MARCELINE,MO046,City,,2945866,29,2012,65.32,0,0,0,0
AVA,MO192,City,,2902674,29,2012,31.040001,1,1,3.22,3.22
SEDALIA,MO074,City,,2966440,29,2012,177.45,1,1,.56,.56
LEXINGTON,MO096,City,,2941870,29,2012,38,0,0,0,0
OSCEOLA,MO038,City,,2955388,29,2012,73.720001,0,0,0,0
PAGEDALE,MO218,City,,2955964,29,2012,82,0,0,0,0
SAINT JOSEPH,MO003,City,,2964550,29,2012,167.03999,0,0,0,0
CLINTON,MO031,City,,2914986,29,2012,148.5,1,1,.67000002,.67000002
CHILLICOTHE,MO065,City,,2913690,29,2012,86,0,0,0,0
BRUNSWICK,MO059,City,,2909046,29,2012,27.9,0,0,0,0
HILLSDALE,MO220,City,,2932266,29,2012,22,0,0,0,0
